Time,FPS,RTT,LoadRatio,Jitter,LossRate
36.57,39.17,366.50,0.50,57.35,0.1548
36.59,39.73,365.32,0.50,9.80,0.1545
36.63,38.50,362.70,0.50,1.45,0.1527
36.67,37.33,361.64,0.50,6.61,0.1522
36.70,36.31,360.96,0.50,7.43,0.1511
36.72,37.33,369.60,0.50,53.36,0.1550
36.75,38.03,367.78,0.50,9.70,0.1547
36.78,37.11,364.82,0.50,2.18,0.1542
36.80,37.91,362.03,0.50,0.08,0.1528
36.82,39.19,360.93,0.50,5.75,0.1524
36.84,40.34,360.09,0.50,5.90,0.1512
36.87,40.83,359.99,0.50,8.81,0.1516
36.89,41.66,358.95,0.50,3.97,0.1505
36.91,41.59,358.00,0.50,3.42,0.1496
36.94,40.35,358.01,0.50,7.23,0.1496
36.96,41.39,356.70,0.50,0.66,0.1490
36.99,41.92,357.33,0.50,9.05,0.1493
37.01,42.16,356.52,0.50,2.49,0.1486
37.03,42.57,356.12,0.50,3.73,0.1489
37.05,43.14,356.94,0.50,9.40,0.1486
37.07,43.59,357.49,0.50,8.91,0.1490
37.11,42.09,357.39,0.50,6.19,0.1502
37.13,42.21,357.95,0.50,9.37,0.1497
37.15,43.07,356.91,0.50,1.94,0.1490
37.17,43.33,356.12,0.50,2.20,0.1497
37.19,43.28,355.51,0.50,2.26,0.1485
37.22,43.49,355.73,0.50,5.81,0.1488
37.24,43.44,355.84,0.50,5.48,0.1482
37.27,41.98,372.36,0.50,87.65,0.1578
37.29,42.84,369.95,0.50,9.51,0.1552
37.31,43.35,366.95,0.50,4.16,0.1545
37.34,43.49,364.49,0.50,3.81,0.1527
37.36,44.18,362.78,0.50,5.17,0.1524
37.38,44.53,360.95,0.50,2.82,0.1518
37.40,45.10,360.78,0.50,9.31,0.1514
37.43,43.46,359.96,0.50,5.89,0.1515
37.45,43.73,358.96,0.50,4.13,0.1503
37.48,43.49,357.40,0.50,0.40,0.1498
37.50,43.47,357.47,0.50,6.91,0.1494
37.52,43.71,357.70,0.50,7.82,0.1503
37.55,43.15,370.23,0.50,69.55,0.1559
37.58,41.78,366.45,0.50,0.54,0.1547
37.61,41.67,364.33,0.50,5.03,0.1533
37.63,41.42,362.73,0.50,5.54,0.1525
37.66,41.53,361.26,0.50,4.58,0.1521
37.68,41.47,359.18,0.50,0.07,0.1500
37.70,41.69,359.28,0.50,8.89,0.1513
37.74,40.19,359.17,0.50,7.90,0.1502
37.77,40.10,359.08,0.50,7.93,0.1507
37.79,40.95,358.20,0.50,3.88,0.1499
37.81,41.38,358.69,0.50,9.87,0.1508
37.83,42.08,373.82,0.50,83.51,0.1576
37.85,42.69,370.47,0.50,6.28,0.1562
37.87,42.75,367.45,0.50,4.59,0.1538
37.91,41.55,374.53,0.50,52.05,0.1580
37.93,42.36,370.93,0.50,5.71,0.1568
37.95,42.58,368.22,0.50,6.57,0.1560
37.98,42.31,365.28,0.50,2.72,0.1534
38.00,42.95,362.48,0.50,0.49,0.1519
38.02,42.90,361.78,0.50,8.17,0.1527
38.04,42.80,359.82,0.50,1.17,0.1502
38.08,41.36,377.69,0.50,98.37,0.1603
38.10,41.46,373.17,0.50,4.32,0.1568
38.12,42.17,369.97,0.50,6.35,0.1550
38.14,42.64,366.61,0.50,2.37,0.1553
38.17,43.01,364.06,0.50,3.07,0.1540
38.19,43.07,362.08,0.50,3.34,0.1514
38.21,43.41,360.71,0.50,4.44,0.1516
38.25,41.73,372.90,0.50,70.87,0.1569
38.27,41.70,369.74,0.50,6.30,0.1554
38.29,42.06,366.02,0.50,0.35,0.1537
38.32,42.35,363.65,0.50,3.35,0.1523
38.34,42.56,362.83,0.50,8.78,0.1527
38.36,42.53,361.45,0.50,5.09,0.1525
38.40,41.05,360.56,0.50,6.21,0.1505
38.42,41.02,360.56,0.50,9.77,0.1512
38.44,41.45,359.77,0.50,5.79,0.1507
38.47,41.89,358.68,0.50,3.51,0.1496
38.49,42.37,357.83,0.50,3.63,0.1505
38.51,42.70,357.69,0.50,6.36,0.1504
38.53,43.14,356.80,0.50,2.45,0.1485
38.57,41.66,371.83,0.50,81.15,0.1570
38.59,42.29,367.66,0.50,0.17,0.1547
38.61,42.66,364.64,0.50,1.77,0.1527
38.63,42.85,363.58,0.50,8.54,0.1535
38.65,43.16,374.12,0.50,65.46,0.1588
38.67,43.88,369.47,0.50,0.09,0.1554
38.70,44.00,366.07,0.50,1.64,0.1543
38.73,42.39,364.90,0.50,9.43,0.1533
38.75,43.14,363.15,0.50,5.33,0.1520
38.77,43.86,362.59,0.50,9.57,0.1518
38.79,44.52,361.21,0.50,4.89,0.1513
38.81,44.41,359.67,0.50,2.73,0.1508
38.84,44.49,359.32,0.50,7.13,0.1502
38.86,44.38,357.63,0.50,0.04,0.1506
38.89,42.78,372.74,0.50,82.37,0.1579
38.92,43.28,369.37,0.50,5.10,0.1563
38.94,43.50,367.53,0.50,9.38,0.1555
38.96,43.87,365.65,0.50,7.33,0.1538
38.98,43.86,364.55,0.50,9.32,0.1529
39.00,43.84,362.07,0.50,1.38,0.1514
39.02,44.43,361.19,0.50,6.87,0.1524
39.06,42.70,359.58,0.50,2.34,0.1512
39.08,43.07,359.75,0.50,9.60,0.1516
39.10,43.34,371.76,0.50,69.03,0.1565
39.13,43.38,369.52,0.50,9.75,0.1552
39.15,43.48,367.55,0.50,8.86,0.1550
39.17,43.96,366.06,0.50,9.31,0.1543
39.19,44.18,363.88,0.50,4.34,0.1536
39.23,42.73,380.77,0.50,97.54,0.1615
39.25,42.81,375.57,0.50,3.97,0.1589
39.27,43.11,371.45,0.50,4.19,0.1566
39.29,43.23,386.06,0.50,93.72,0.1640
39.32,43.32,379.54,0.50,2.63,0.1608
39.34,44.05,373.96,0.50,0.86,0.1578
39.36,44.68,370.98,0.50,8.26,0.1560
39.39,43.08,367.14,0.50,0.98,0.1540
39.41,43.40,364.33,0.50,2.28,0.1523
39.43,43.51,361.99,0.50,1.85,0.1521
39.46,43.49,360.07,0.50,1.55,0.1515
39.48,43.75,375.28,0.50,85.35,0.1577
39.50,44.00,387.31,0.50,84.62,0.1653
39.52,43.77,381.68,0.50,8.36,0.1616
39.56,42.30,376.84,0.50,6.66,0.1601
39.60,40.55,372.67,0.50,5.21,0.1568
39.63,39.34,369.82,0.50,7.64,0.1567
39.66,40.03,367.96,0.50,9.69,0.1549
39.68,40.75,364.87,0.50,1.74,0.1528
39.71,39.42,363.61,0.50,7.75,0.1532
39.74,39.85,363.00,0.50,9.74,0.1525
39.77,38.66,361.69,0.50,5.69,0.1514
39.79,39.51,360.76,0.50,6.22,0.1520
39.81,40.45,360.48,0.50,8.56,0.1506
39.84,40.89,359.34,0.50,4.00,0.1498
39.87,39.49,359.14,0.50,7.52,0.1510
39.89,40.61,359.44,0.50,9.85,0.1515
39.91,41.20,359.03,0.50,6.59,0.1513
39.94,41.69,358.31,0.50,4.64,0.1507
39.96,42.31,357.12,0.50,1.57,0.1504
39.98,43.15,356.39,0.50,2.67,0.1482
40.00,43.85,356.42,0.50,5.73,0.1488
40.03,42.47,356.50,0.50,6.03,0.1498
40.05,43.02,366.16,0.50,54.01,0.1538
40.07,43.07,364.65,0.50,7.78,0.1527
40.10,43.35,362.51,0.50,3.16,0.1530
40.12,44.12,360.92,0.50,3.78,0.1518
40.14,44.08,359.91,0.50,5.08,0.1502
40.16,43.98,359.20,0.50,5.57,0.1510
40.20,42.55,359.45,0.50,9.62,0.1508
40.22,43.09,357.88,0.50,0.79,0.1500
40.24,43.04,357.99,0.50,7.63,0.1509
40.26,43.48,358.34,0.50,8.97,0.1495
40.28,43.48,357.64,0.50,4.01,0.1504
40.30,43.90,356.71,0.50,2.18,0.1488
40.33,44.26,356.22,0.50,3.46,0.1485
40.36,42.61,367.51,0.50,61.91,0.1540
40.38,43.11,364.70,0.50,2.64,0.1524
40.40,43.57,362.81,0.50,4.45,0.1532
40.42,44.12,360.88,0.50,2.38,0.1523
40.44,44.77,378.02,0.50,95.76,0.1598
40.47,44.84,373.08,0.50,2.54,0.1582
40.49,44.78,369.83,0.50,6.00,0.1566
40.52,43.24,366.90,0.50,4.40,0.1545
40.54,43.61,375.99,0.50,61.55,0.1593
40.57,43.96,371.04,0.50,0.45,0.1559
40.59,44.52,381.64,0.50,73.25,0.1616
40.61,44.44,376.86,0.50,6.90,0.1602
40.63,44.38,373.34,0.50,8.45,0.1577
40.65,44.50,370.58,0.50,8.75,0.1559
40.69,42.98,368.49,0.50,9.34,0.1554
40.71,43.16,365.52,0.50,2.84,0.1540
40.73,43.32,363.21,0.50,3.17,0.1517
40.75,43.53,362.65,0.50,9.62,0.1525
40.78,43.80,360.63,0.50,1.76,0.1507
40.80,43.79,359.34,0.50,3.34,0.1508
40.82,44.03,358.07,0.50,2.19,0.1508
40.86,42.47,358.14,0.50,7.63,0.1507
40.88,42.86,369.84,0.50,65.84,0.1557
40.90,43.19,366.60,0.50,2.86,0.1536
40.92,43.18,364.99,0.50,7.73,0.1530
40.94,43.39,363.92,0.50,8.86,0.1522
40.97,43.55,362.71,0.50,7.04,0.1523
40.99,43.68,360.43,0.50,0.54,0.1514
41.02,42.24,360.30,0.50,8.97,0.1508
41.04,42.69,360.01,0.50,8.07,0.1513
41.07,42.78,359.59,0.50,7.08,0.1516
41.09,42.98,359.14,0.50,6.55,0.1498
41.11,42.98,358.70,0.50,6.14,0.1503
41.14,42.63,373.54,0.50,82.12,0.1586
41.16,42.36,370.28,0.50,6.44,0.1568
41.20,41.05,368.31,0.50,9.63,0.1547
41.22,41.64,365.48,0.50,3.33,0.1528
41.24,42.02,363.17,0.50,3.13,0.1516
41.26,42.67,362.69,0.50,10.00,0.1515
41.28,42.81,361.18,0.50,4.34,0.1514
41.30,43.41,374.42,0.50,76.57,0.1591
41.33,43.03,386.39,0.50,83.46,0.1639
41.36,41.52,379.63,0.50,1.79,0.1600
41.39,41.65,375.33,0.50,7.33,0.1593
41.42,40.82,370.51,0.50,0.44,0.1563
41.45,39.66,367.66,0.50,5.46,0.1540
41.49,38.66,364.68,0.50,1.94,0.1527
41.52,37.57,363.57,0.50,8.36,0.1529
41.54,38.56,380.83,0.50,99.05,0.1606
41.57,39.16,376.14,0.50,6.60,0.1598
41.59,39.81,371.94,0.50,4.33,0.1570
41.61,40.14,369.36,0.50,8.23,0.1567
41.63,40.78,367.47,0.50,9.12,0.1554
41.65,41.12,364.93,0.50,3.97,0.1538
41.69,39.91,363.07,0.50,4.85,0.1529
41.71,40.81,362.30,0.50,8.40,0.1524
41.73,41.45,360.76,0.50,3.78,0.1518
41.75,42.43,359.54,0.50,3.88,0.1508
41.77,42.67,357.85,0.50,0.27,0.1507
41.79,43.41,356.59,0.50,0.75,0.1502
41.81,44.03,371.93,0.50,82.48,0.1570
41.85,42.48,369.05,0.50,6.74,0.1548
41.87,43.46,366.63,0.50,6.15,0.1552
41.89,44.13,380.53,0.50,85.35,0.1621
41.91,44.27,375.79,0.50,6.03,0.1597
41.93,45.17,371.36,0.50,2.80,0.1566
41.95,45.24,382.30,0.50,75.30,0.1616
41.97,45.26,376.44,0.50,2.17,0.1594
42.01,43.51,388.06,0.50,83.76,0.1645
42.03,44.24,381.42,0.50,4.04,0.1626
42.05,45.17,375.51,0.50,1.10,0.1589
42.07,45.74,371.02,0.50,2.25,0.1568
42.08,46.33,367.85,0.50,4.35,0.1548
42.10,47.06,383.78,0.50,96.70,0.1633
42.12,47.47,391.83,0.50,73.22,0.1663
42.15,45.92,385.39,0.50,8.83,0.1646
42.17,46.51,378.54,0.50,0.33,0.1604
42.19,46.93,374.75,0.50,8.77,0.1586
42.21,47.61,371.38,0.50,7.13,0.1572
42.23,47.75,378.67,0.50,57.00,0.1610
42.25,47.87,384.16,0.50,55.35,0.1636
42.27,47.73,378.30,0.50,4.04,0.1603
42.31,46.10,373.79,0.50,4.97,0.1581
42.32,46.90,370.83,0.50,8.20,0.1562
42.35,47.05,367.10,0.50,1.35,0.1550
42.36,47.81,365.80,0.50,9.84,0.1536
42.38,47.97,363.10,0.50,1.49,0.1529
42.41,47.72,377.26,0.50,83.10,0.1598
42.43,47.90,372.81,0.50,4.20,0.1583
42.46,46.15,369.57,0.50,5.80,0.1556
42.48,46.50,367.03,0.50,6.11,0.1541
42.50,46.74,365.37,0.50,7.89,0.1540
42.52,46.74,363.47,0.50,5.11,0.1532
42.54,47.53,361.06,0.50,0.61,0.1517
42.56,48.29,359.81,0.50,4.00,0.1513
42.58,48.32,358.45,0.50,2.22,0.1506
42.61,46.59,358.33,0.50,7.06,0.1492
42.63,46.32,357.27,0.50,2.22,0.1499
42.65,46.81,357.97,0.50,9.95,0.1500
42.67,47.41,358.46,0.50,9.63,0.1505
42.69,47.91,358.07,0.50,5.73,0.1498
42.71,48.29,358.61,0.50,9.96,0.1503
42.73,48.03,357.59,0.50,2.73,0.1507
42.77,46.15,356.97,0.50,3.67,0.1489
42.79,46.46,355.75,0.50,0.07,0.1482
42.81,46.77,355.67,0.50,4.56,0.1496
42.83,47.19,354.88,0.50,0.90,0.1482
42.85,47.12,354.51,0.50,2.25,0.1476
42.87,47.36,355.51,0.50,8.70,0.1481
42.89,48.10,355.24,0.50,3.35,0.1483
42.92,46.15,354.37,0.50,0.12,0.1492
42.94,46.58,354.21,0.50,2.74,0.1489
42.96,46.94,354.78,0.50,6.29,0.1492
42.98,47.51,355.32,0.50,6.67,0.1480
43.00,47.53,354.95,0.50,2.67,0.1492
43.02,47.76,356.09,0.50,9.83,0.1487
43.06,45.81,355.07,0.50,0.19,0.1479
43.09,44.06,354.52,0.50,1.52,0.1489
43.12,42.77,355.37,0.50,7.98,0.1489
43.14,43.31,356.42,0.50,9.79,0.1486
43.16,43.88,356.85,0.50,7.76,0.1486
43.19,44.28,368.24,0.50,63.04,0.1544
43.22,42.91,364.80,0.50,0.21,0.1529
43.25,41.41,362.84,0.50,4.22,0.1521
43.29,40.23,360.47,0.50,0.19,0.1513
43.31,41.00,360.34,0.50,9.00,0.1518
43.33,41.47,359.47,0.50,5.22,0.1499
43.35,42.59,358.61,0.50,4.36,0.1494
43.37,42.93,358.88,0.50,9.16,0.1513
43.41,41.56,375.28,0.50,90.10,0.1579
43.43,42.00,371.72,0.50,6.68,0.1561
43.46,40.73,369.34,0.50,9.02,0.1559
43.48,41.63,367.46,0.50,9.15,0.1551
43.50,42.62,331.28,0.50,5.73,0.1661
43.56,40.09,301.95,0.50,3.83,0.1528
43.63,37.53,278.73,0.50,5.07,0.1407
43.69,35.26,260.43,0.50,6.42,0.1312
43.75,33.47,245.72,0.50,6.11,0.1231
43.82,31.52,232.97,0.50,1.14,0.1175
43.88,30.12,224.25,0.50,8.55,0.1124
43.94,28.88,216.23,0.50,3.36,0.1100
44.01,27.43,210.28,0.50,5.71,0.1061
44.07,26.42,204.97,0.50,2.89,0.1044
44.12,25.57,200.43,0.50,1.47,0.1004
44.19,24.40,198.47,0.50,9.83,0.1002
44.25,23.65,195.50,0.50,2.84,0.0989
44.31,23.01,193.04,0.50,2.40,0.0969
44.38,22.11,192.32,0.50,8.64,0.0967
44.44,21.64,191.41,0.50,6.97,0.0964
44.50,21.24,190.95,0.50,8.29,0.0973
44.57,20.47,190.03,0.50,5.59,0.0955
44.63,20.13,189.73,0.50,7.69,0.0963
44.69,19.80,189.35,0.50,7.06,0.0948
44.76,19.19,187.90,0.50,1.29,0.0956
44.82,18.98,187.74,0.50,6.31,0.0939
44.88,18.82,187.99,0.50,8.19,0.0950
44.95,18.36,186.86,0.50,1.51,0.0950
45.01,18.20,187.52,0.50,9.39,0.0948
45.07,18.05,187.14,0.50,4.81,0.0955
45.14,17.66,187.34,0.50,7.33,0.0955
45.19,17.67,198.83,0.50,63.97,0.1007
45.25,17.62,195.32,0.50,0.48,0.0985
45.32,17.22,205.22,0.50,64.00,0.1034
45.38,17.22,201.09,0.50,3.79,0.1018
45.44,17.20,214.81,0.50,88.92,0.1094
45.52,16.84,209.60,0.50,7.94,0.1056
45.59,16.46,205.45,0.50,8.05,0.1042
45.67,16.15,200.84,0.50,1.60,0.1009
45.72,16.26,212.41,0.50,77.91,0.1068
45.79,16.26,206.66,0.50,2.83,0.1050
45.86,16.06,201.91,0.50,2.12,0.1021
45.91,16.23,198.39,0.50,3.53,0.1003
45.97,16.34,195.62,0.50,3.71,0.0987
46.04,16.07,192.76,0.50,0.53,0.0976
46.10,16.13,191.08,0.50,3.55,0.0956
46.16,16.26,189.87,0.50,4.24,0.0965
46.23,16.04,189.97,0.50,9.58,0.0967
46.29,16.13,188.95,0.50,4.07,0.0949
46.36,15.98,188.71,0.50,6.93,0.0953
46.43,15.77,187.88,0.50,3.79,0.0942
46.49,15.92,188.44,0.50,9.87,0.0960
46.55,15.95,188.57,0.50,8.28,0.0950
46.62,15.77,187.95,0.50,4.67,0.0954
46.68,15.91,188.17,0.50,8.24,0.0960
46.74,16.05,188.56,0.50,9.35,0.0954
46.81,15.82,188.06,0.50,5.27,0.0945
46.87,15.94,188.50,0.50,9.45,0.0957
46.93,16.09,187.72,0.50,3.80,0.0952
47.00,15.88,188.29,0.50,9.78,0.0942
47.06,15.95,186.80,0.50,0.03,0.0938
47.12,16.03,205.49,0.50,99.44,0.1035
47.19,15.78,201.94,0.50,6.93,0.1029
47.25,15.95,198.80,0.50,5.44,0.1005
47.31,15.99,196.98,0.50,8.92,0.0992
47.38,15.76,194.57,0.50,4.11,0.0977
47.44,15.97,193.31,0.50,7.50,0.0980
47.50,16.16,191.41,0.50,2.97,0.0973
47.57,15.91,189.29,0.50,0.00,0.0958
47.63,15.98,188.13,0.50,2.69,0.0946
47.69,16.10,188.28,0.50,8.07,0.0954
47.76,15.93,188.20,0.50,7.11,0.0959
47.82,16.00,188.09,0.50,6.82,0.0960
47.88,16.08,187.91,0.50,6.42,0.0942
47.95,15.88,186.49,0.50,0.00,0.0934
48.00,16.04,185.79,0.50,2.20,0.0944
48.07,16.08,185.46,0.50,3.33,0.0944
48.14,15.85,185.82,0.50,6.45,0.0948
48.20,15.97,185.39,0.50,2.86,0.0935
48.26,16.07,185.82,0.50,6.77,0.0944
48.33,15.87,186.35,0.50,7.64,0.0941
48.39,15.97,186.21,0.50,4.88,0.0950
48.44,16.11,185.81,0.50,3.38,0.0930
48.52,15.89,186.80,0.50,9.97,0.0943
48.57,15.99,196.50,0.50,54.49,0.0991
48.63,16.14,194.03,0.50,3.33,0.0985
48.70,15.92,210.46,0.50,95.37,0.1059
48.76,16.09,220.23,0.50,78.53,0.1112
48.82,16.12,213.17,0.50,4.15,0.1073
48.89,15.89,207.99,0.50,6.46,0.1044
48.95,16.08,204.45,0.50,9.47,0.1029
49.01,16.18,201.13,0.50,7.09,0.1022
49.08,15.95,197.75,0.50,3.42,0.0996
49.14,16.05,194.80,0.50,2.21,0.0992
49.20,16.14,192.39,0.50,1.95,0.0965
49.31,15.46,191.53,0.50,7.29,0.0970
49.36,15.59,189.52,0.50,0.68,0.0956
49.44,15.39,189.41,0.50,8.19,0.0948
49.50,15.58,189.57,0.50,9.37,0.0950
49.56,15.71,189.65,0.50,9.19,0.0964
49.63,15.51,188.25,0.50,1.85,0.0947
49.69,15.66,188.44,0.50,8.39,0.0946
49.74,15.84,188.14,0.50,6.16,0.0960
49.82,15.63,204.55,0.50,89.36,0.1042
49.88,15.71,201.23,0.50,7.16,0.1023
49.94,15.83,197.93,0.50,3.92,0.1003
50.01,15.62,196.30,0.50,8.99,0.0991
50.07,15.84,193.37,0.50,0.84,0.0981
50.13,15.96,208.09,0.50,86.20,0.1049
50.20,15.72,203.39,0.50,3.76,0.1027
50.26,15.93,199.39,0.50,2.61,0.1011
50.31,16.11,196.69,0.50,5.07,0.0996
50.39,15.86,195.04,0.50,7.67,0.0988
50.44,16.02,193.20,0.50,5.04,0.0977
50.50,16.17,190.84,0.50,0.56,0.0967
50.57,15.92,189.55,0.50,3.58,0.0959
50.63,16.04,189.61,0.50,9.08,0.0951
50.69,16.15,188.53,0.50,3.43,0.0954
50.76,15.93,188.31,0.50,6.59,0.0956
50.82,16.05,187.05,0.50,1.22,0.0939
50.88,16.18,185.94,0.50,0.72,0.0948
50.95,15.94,186.61,0.50,8.47,0.0949
51.01,16.07,185.77,0.50,1.63,0.0935
51.06,16.21,186.22,0.50,7.23,0.0938
51.14,15.99,186.68,0.50,7.70,0.0938
51.19,16.11,186.42,0.50,4.58,0.0941
51.25,16.21,195.34,0.50,50.22,0.0989
51.33,15.95,211.90,0.50,97.35,0.1072
51.39,16.02,207.31,0.50,8.15,0.1044
51.44,16.14,203.97,0.50,9.81,0.1035
51.52,15.92,200.81,0.50,7.37,0.1008
51.58,15.99,197.20,0.50,1.94,0.0990
51.64,15.94,194.68,0.50,3.83,0.0974
51.71,15.75,193.57,0.50,8.31,0.0974
51.77,15.88,191.97,0.50,4.76,0.0979
51.83,16.03,191.39,0.50,8.30,0.0976
51.90,15.77,190.10,0.50,4.12,0.0957
51.96,15.87,188.39,0.50,0.75,0.0959
52.02,15.89,188.55,0.50,8.41,0.0958
52.10,15.66,188.69,0.50,8.43,0.0952
52.16,15.75,188.61,0.50,7.49,0.0960
52.22,15.81,187.85,0.50,4.01,0.0951
52.29,15.59,186.65,0.50,1.04,0.0942
52.35,15.76,186.94,0.50,7.32,0.0954
52.41,15.81,186.11,0.50,1.95,0.0947
52.49,15.58,195.39,0.50,51.73,0.0985
52.55,15.67,192.52,0.50,0.26,0.0971
52.61,15.78,191.56,0.50,6.89,0.0974
52.68,15.57,209.37,0.50,99.83,0.1052
52.74,15.76,204.25,0.50,2.95,0.1036
52.80,15.83,214.92,0.50,76.81,0.1093
52.87,15.61,209.84,0.50,8.72,0.1055
52.93,15.73,205.44,0.50,7.05,0.1038
52.99,15.88,201.88,0.50,6.84,0.1024
53.06,15.67,198.60,0.50,4.69,0.1009
53.12,15.85,196.99,0.50,9.74,0.0989
53.18,15.96,194.90,0.50,5.74,0.0983
53.25,15.76,192.24,0.50,0.82,0.0967
53.31,15.91,190.36,0.50,2.01,0.0972
53.36,16.07,190.09,0.50,8.22,0.0953
53.44,15.82,198.57,0.50,51.67,0.1001
53.50,15.94,196.05,0.50,5.18,0.0984
53.56,16.03,193.17,0.50,0.87,0.0982
53.63,15.85,191.27,0.50,2.86,0.0960
53.68,16.01,189.87,0.50,3.46,0.0969
53.74,16.16,190.05,0.50,9.98,0.0956
53.81,15.96,190.05,0.50,9.24,0.0960
53.87,16.05,198.27,0.50,50.36,0.1001
53.93,16.05,195.36,0.50,2.92,0.0992
54.01,15.81,192.71,0.50,1.33,0.0971
54.07,15.82,191.18,0.50,4.25,0.0971
54.13,15.84,190.94,0.50,9.19,0.0962
54.21,15.57,189.37,0.50,2.28,0.0963
54.27,15.70,206.51,0.50,94.26,0.1045
54.33,15.81,201.96,0.50,2.99,0.1014
54.40,15.59,199.38,0.50,8.23,0.1004
54.46,15.69,196.16,0.50,2.50,0.0993
54.52,15.80,193.97,0.50,4.38,0.0979
54.59,15.60,191.38,0.50,0.25,0.0962
54.65,15.71,190.31,0.50,5.21,0.0959
54.71,15.87,188.79,0.50,1.93,0.0956
54.78,15.63,188.63,0.50,7.17,0.0956
54.84,15.78,188.24,0.50,5.87,0.0956
54.90,15.97,188.62,0.50,9.37,0.0943
54.97,15.77,199.37,0.50,61.54,0.0998
55.03,15.97,215.11,0.50,97.29,0.1080
55.09,16.06,208.42,0.50,0.87,0.1049
55.16,15.88,204.22,0.50,6.60,0.1041
55.21,15.99,201.35,0.50,9.10,0.1025
55.27,16.19,197.56,0.50,1.60,0.1004
55.34,15.98,194.33,0.50,0.60,0.0976
55.40,16.08,191.87,0.50,1.23,0.0973
55.46,16.20,191.29,0.50,8.18,0.0972
55.53,15.95,190.54,0.50,6.76,0.0969
55.59,16.09,190.24,0.50,8.20,0.0957
55.65,16.25,188.56,0.50,1.07,0.0959
55.94,14.97,188.16,0.50,5.75,0.0943
56.02,14.82,188.23,0.50,7.72,0.0960
56.07,15.07,187.58,0.50,4.16,0.0957
56.13,15.29,187.02,0.50,3.97,0.0940
56.20,15.18,204.67,0.50,94.47,0.1027
56.26,15.46,200.60,0.50,3.53,0.1009
56.31,15.67,197.03,0.50,1.96,0.0998
56.39,15.47,195.53,0.50,8.73,0.0995
56.44,15.69,193.94,0.50,6.79,0.0971
56.50,15.82,191.76,0.50,2.23,0.0959
56.57,15.70,191.03,0.50,7.33,0.0968
56.63,15.91,189.70,0.50,3.56,0.0951
56.68,16.09,188.18,0.50,1.31,0.0950
56.75,15.92,187.23,0.50,2.64,0.0952
56.81,16.18,186.84,0.50,4.46,0.0941
56.86,16.40,195.88,0.50,51.23,0.0981
56.93,16.15,194.37,0.50,7.53,0.0978
56.99,16.19,192.77,0.50,5.58,0.0977
57.06,16.14,191.10,0.50,3.64,0.0961
